,prev_chapter,prev_section,prev_cg,next_chapter,next_section,next_cg,junyi_code,level,learning_content,pre_code,para_code,theme,topic
462,九年級,圓外一點的切線性質,S-9-7,,,,jsc-9-07-3-1,分隔線,,,,,
463,九年級,弦心距,S-9-7,,,,jsc-9-07-4,次主題,,,,,
464,九年級,弦與弦心距,S-9-7,,,,jsc-9-07-4-1,分隔線,,,,,
465,九年級,三角形的外心,S-9-8,十年級,圓方程式,G-10-3,js-9-08,主題,三角形的外心：外心的意義與外接圓;三角形的外心到三角形的三個頂點等距;直角三角形的外心即斜邊的中點。,"S-8-1,S-8-4,S-8-7","S-9-12,S-9-10,S-9-11,S-9-9",S,
466,九年級,三角形的外心,S-9-8,,,,jsc-9-08-1,次主題,三角形的內心：內心的意義與內切圓;三角形的內心到三角形的三邊等距;三角形的面積=周長×內切圓半徑÷2;直角三角形的內切圓半徑=(兩股和-斜邊)÷2。,,,,
467,九年級,三角形的外心,S-9-8,,,,jsc-9-08-1-1,分隔線,三角形的重心：重心的意義與中線;三角形的三條中線將三角形面積六等份;重心到頂點的距離等於它到對邊中點的兩倍;重心的物理意義。,,,,
468,九年級,三角形的內心,S-9-9,十年級,圓方程式,G-10-3,js-9-09,主題,,"S-8-1,S-8-4,S-8-7","S-9-6,S-9-7,S-9-8,S-9-12,S-9-13,S-9-10",S,
469,九年級,三角形的內心,S-9-9,,,,jsc-9-09-1,次主題,,,,,
470,九年級,三角形的內心,S-9-9,,,,jsc-9-09-1-1,分隔線,,,,,
471,九年級,三角形的重心,S-9-10,十一年級,空間概念,S-11A-1,js-9-10,主題,,"S-8-1,S-8-4,S-8-7","S-9-6,S-9-7,S-9-8,S-9-9,S-9-10,S-9-12",S,
472,九年級,三角形的重心,S-9-10,,,,jsc-9-10-1,次主題,,,,,
473,九年級,三角形的重心,S-9-10,,,,jsc-9-10-1-1,分隔線,,,,,
474,九年級,證明的意義,S-9-11,十年級,數列與級數,N-10-6,jsc-9-11,主題,證明的意義：幾何推理(須說明所依據的幾何性質);代數推理(須說明所依據的代數性質)。,"S-8-1,S-8-12","S-9-2,S-9-11,S-9-8",S,
475,九年級,認識與學習證明,S-9-11,,,,jsc-9-11-1,次主題,,,,,
476,九年級,認識與學習證明,S-9-11,,,,jsc-9-11-1-1,分隔線,,,,,
477,九年級,幾何證明,S-9-11,,,,jsc-9-11-2,次主題,,,,,
478,九年級,幾何證明,S-9-11,,,,jsc-9-11-2-2,分隔線,,,,,
479,九年級,代數證明,S-9-11,,,,jsc-9-11-3,次主題,,,,,
480,九年級,代數證明,S-9-11,,,,jsc-9-11-3-1,分隔線,,,,,
481,九年級,空間中的線與平面,S-9-12,十年級,直線方程式,G-10-2,S-9-12,主題,"空間中的線與平面：長方體與正四面體的示意圖,利用長方體與正四面體作為特例,介紹線與線的平行、垂直與歪斜關係,線與平面的垂直與平行關係。","S-8-1,S-8-2,S-8-3,S-8-4,S-8-5,S-8-6,S-8-12","S-9-13,S-9-5,S-9-6,S-9-7,S-9-8,S-9-9,S-9-10",S,
481,九年級,空間中的線與平面,S-9-12,十年級,圓方程式,G-10-3,S-9-12,主題,"空間中的線與平面：長方體與正四面體的示意圖,利用長方體與正四面體作為特例,介紹線與線的平行、垂直與歪斜關係,線與平面的垂直與平行關係。","S-8-1,S-8-2,S-8-3,S-8-4,S-8-5,S-8-6,S-8-12","S-9-13,S-9-5,S-9-6,S-9-7,S-9-8,S-9-9,S-9-10",S,
481,九年級,空間中的線與平面,S-9-12,十年級,直線與圓,G-10-4,S-9-12,主題,"空間中的線與平面：長方體與正四面體的示意圖,利用長方體與正四面體作為特例,介紹線與線的平行、垂直與歪斜關係,線與平面的垂直與平行關係。","S-8-1,S-8-2,S-8-3,S-8-4,S-8-5,S-8-6,S-8-12","S-9-13,S-9-5,S-9-6,S-9-7,S-9-8,S-9-9,S-9-10",S,
481,九年級,空間中的線與平面,S-9-12,十年級,三角比的性質,G-10-7,S-9-12,主題,"空間中的線與平面：長方體與正四面體的示意圖,利用長方體與正四面體作為特例,介紹線與線的平行、垂直與歪斜關係,線與平面的垂直與平行關係。","S-8-1,S-8-2,S-8-3,S-8-4,S-8-5,S-8-6,S-8-12","S-9-13,S-9-5,S-9-6,S-9-7,S-9-8,S-9-9,S-9-10",S,
481,九年級,空間中的線與平面,S-9-12,十一年級,空間概念,S-11A-1,S-9-12,主題,"空間中的線與平面：長方體與正四面體的示意圖,利用長方體與正四面體作為特例,介紹線與線的平行、垂直與歪斜關係,線與平面的垂直與平行關係。","S-8-1,S-8-2,S-8-3,S-8-4,S-8-5,S-8-6,S-8-12","S-9-13,S-9-5,S-9-6,S-9-7,S-9-8,S-9-9,S-9-10",S,
481,九年級,空間中的線與平面,S-9-12,十一年級,空間坐標系,G-11A-2,S-9-12,主題,"空間中的線與平面：長方體與正四面體的示意圖,利用長方體與正四面體作為特例,介紹線與線的平行、垂直與歪斜關係,線與平面的垂直與平行關係。","S-8-1,S-8-2,S-8-3,S-8-4,S-8-5,S-8-6,S-8-12","S-9-13,S-9-5,S-9-6,S-9-7,S-9-8,S-9-9,S-9-10",S,
481,九年級,空間中的線與平面,S-9-12,十一年級,空間向量,G-11A-3,S-9-12,主題,"空間中的線與平面：長方體與正四面體的示意圖,利用長方體與正四面體作為特例,介紹線與線的平行、垂直與歪斜關係,線與平面的垂直與平行關係。","S-8-1,S-8-2,S-8-3,S-8-4,S-8-5,S-8-6,S-8-12","S-9-13,S-9-5,S-9-6,S-9-7,S-9-8,S-9-9,S-9-10",S,
481,九年級,空間中的線與平面,S-9-12,十一年級,平面向量的運算,G-11A-6,S-9-12,主題,"空間中的線與平面：長方體與正四面體的示意圖,利用長方體與正四面體作為特例,介紹線與線的平行、垂直與歪斜關係,線與平面的垂直與平行關係。","S-8-1,S-8-2,S-8-3,S-8-4,S-8-5,S-8-6,S-8-12","S-9-13,S-9-5,S-9-6,S-9-7,S-9-8,S-9-9,S-9-10",S,
481,九年級,空間中的線與平面,S-9-12,十一年級,空間概念,S-11B-1,S-9-12,主題,"空間中的線與平面：長方體與正四面體的示意圖,利用長方體與正四面體作為特例,介紹線與線的平行、垂直與歪斜關係,線與平面的垂直與平行關係。","S-8-1,S-8-2,S-8-3,S-8-4,S-8-5,S-8-6,S-8-12","S-9-13,S-9-5,S-9-6,S-9-7,S-9-8,S-9-9,S-9-10",S,
481,九年級,空間中的線與平面,S-9-12,十一年級,平面向量的運算,G-11B-2,S-9-12,主題,"空間中的線與平面：長方體與正四面體的示意圖,利用長方體與正四面體作為特例,介紹線與線的平行、垂直與歪斜關係,線與平面的垂直與平行關係。","S-8-1,S-8-2,S-8-3,S-8-4,S-8-5,S-8-6,S-8-12","S-9-13,S-9-5,S-9-6,S-9-7,S-9-8,S-9-9,S-9-10",S,
481,九年級,空間中的線與平面,S-9-12,十一年級,空間坐標系,G-11B-4,S-9-12,主題,"空間中的線與平面：長方體與正四面體的示意圖,利用長方體與正四面體作為特例,介紹線與線的平行、垂直與歪斜關係,線與平面的垂直與平行關係。","S-8-1,S-8-2,S-8-3,S-8-4,S-8-5,S-8-6,S-8-12","S-9-13,S-9-5,S-9-6,S-9-7,S-9-8,S-9-9,S-9-10",S,
482,九年級,表面積與體積,S-9-13,十一年級,平面方程式,G-11A-9,S-9-13,主題,表面積與體積：直角柱、直圓錐、正角錐的展開圖;直角柱、直圓錐、正角錐的表面積;直角柱的體積。,"S-6-4,S-8-6,S-8-7,S-8-10,S-8-11","S-9-6,S-9-12,S-9-13,S-9-5,S-9-7,S-9-9",S,
483,九年級,二次函數的意義,F-9-1,十年級,多項式函數的圖形,F-10-1,F-9-1,主題,二次函數的意義：二次函數的意義;具體情境中列出兩量的二次函數關係。,"F-8-1,F-8-2,A-8-6",F-9-2,F,
484,九年級,二次函數的圖形與極值,F-9-2,十年級,多項式函數的圖形,F-10-1,F-9-2,主題,二次函數的圖形與極值：二次函數的相關名詞(對稱軸、頂點、最低點、最高點、開口向上、開口向下、最大值、最小值);描繪yy=aaaa2、yy=aaaa2+kk、yy=aa(xx−h)2、yy=aa(xx−h)2+kk的圖形;對稱軸就是通過頂點(最高點、最低點)的鉛垂線;yy=aaaa2的圖形與yy=aa(xx−h)2+kk的圖形的平移關係;已配方好之二次函數的最大值與最小值。,"F-8-1,F-8-2,G-8-1",F-9-1,F,
484,九年級,二次函數的圖形與極值,F-9-2,十年級,多項式函數圖形,F-10-2,F-9-2,主題,二次函數的圖形與極值：二次函數的相關名詞(對稱軸、頂點、最低點、最高點、開口向上、開口向下、最大值、最小值);描繪yy=aaaa2、yy=aaaa2+kk、yy=aa(xx−h)2、yy=aa(xx−h)2+kk的圖形;對稱軸就是通過頂點(最高點、最低點)的鉛垂線;yy=aaaa2的圖形與yy=aa(xx−h)2+kk的圖形的平移關係;已配方好之二次函數的最大值與最小值。,"F-8-1,F-8-2,G-8-1",F-9-1,F,
485,九年級,統計數據的分布,D-9-1,十年級,數據分析,D-10-2,D-9-1,主題,統計數據的分布：全距;四分位距;盒狀圖。,D-8-1,"D-9-2,D-9-3",D,
486,九年級,認識機率,D-9-2,十年級,有系統的計數,D-10-3,D-9-2,主題,認識機率：機率的意義;樹狀圖(以兩層為限)。,"D-8-1,D-6-2","D-9-3,D-9-1",D,
486,九年級,認識機率,D-9-2,十年級,複合事件的古典機率,D-10-4,D-9-2,主題,認識機率：機率的意義;樹狀圖(以兩層為限)。,"D-8-1,D-6-2","D-9-3,D-9-1",D,
486,九年級,認識機率,D-9-2,十一年級,主觀機率與客觀機率,D-11A-1,D-9-2,主題,認識機率：機率的意義;樹狀圖(以兩層為限)。,"D-8-1,D-6-2","D-9-3,D-9-1",D,
486,九年級,認識機率,D-9-2,十一年級,主觀機率與客觀機率,D-11B-1,D-9-2,主題,認識機率：機率的意義;樹狀圖(以兩層為限)。,"D-8-1,D-6-2","D-9-3,D-9-1",D,
487,九年級,古典機率,D-9-3,十年級,有系統的計數,D-10-3,D-9-3,主題,古典機率：具有對稱性的情境下(銅板、骰子、撲克牌、抽球等)之機率;不具對稱性的物體(圖釘、圓錐、爻杯)之機率探究。,"D-8-1,D-6-2","D-9-2,D-9-1",D,
487,九年級,古典機率,D-9-3,十年級,複合事件的古典機率,D-10-4,D-9-3,主題,古典機率：具有對稱性的情境下(銅板、骰子、撲克牌、抽球等)之機率;不具對稱性的物體(圖釘、圓錐、爻杯)之機率探究。,"D-8-1,D-6-2","D-9-2,D-9-1",D,
488,十年級,實數,N-10-1,十二年級,無窮等比級數,N-12甲-2,N-10-1,主題,,"N-8-1,N-8-2","N-10-3,N-10-4",N,
488,十年級,實數,N-10-1,十二年級,複數,N-12甲-3,N-10-1,主題,,"N-8-1,N-8-2","N-10-3,N-10-4",N,
488,十年級,實數,N-10-1,十年級,常用對數,N-10-4,N-10-1,主題,,"N-8-1,N-8-2","N-10-3,N-10-4",N,
488,十年級,實數,N-10-1,十二年級,無窮等比級數,N-12乙-2,N-10-1,主題,,"N-8-1,N-8-2","N-10-3,N-10-4",N,
489,十年級,實數,N-10-1,,,,jnc-10-01-1,次主題,實數：數線，十進制小數的意義，三一律，有理數的十進制小數特徵，無理數之十進制小數的估算（√2為無理數的證明★），科學記號數字的運算。,,,,
490,十年級,有理數,N-10-1,,,,jnc-10-01-1-1,分隔線,,,,,
491,十年級,無理數,N-10-1,,,,jnc-10-01-1-2,分隔線,,,,,
492,十年級,實數,N-10-1,,,,jnc-10-01-1-3,分隔線,,,,,
493,十年級,乘法公式,N-10-1,,,,jnc-10-01-2-1,分隔線,,,,,
494,十年級,根式的運算,N-10-1,,,,jnc-10-01-2-2,分隔線,,,,,
495,十年級,算幾不等式,N-10-1,,,,jnc-10-01-2-3,分隔線,,,,,
496,十年級,絕對值,N-10-2,十一年級,三角不等式,G-11A-4,N-10-2,主題,,"N-7-5,A-7-7,A-7-8","N-10-5,N-10-4,F-10-3,D-10-1",N,
496,十年級,絕對值,N-10-2,十二年級,二次曲線,G-12甲-1,N-10-2,主題,,"N-7-5,A-7-7,A-7-8","N-10-5,N-10-4,F-10-3,D-10-1",N,
496,十年級,絕對值,N-10-2,十二年級,複數,N-12甲-3,N-10-2,主題,,"N-7-5,A-7-7,A-7-8","N-10-5,N-10-4,F-10-3,D-10-1",N,
496,十年級,絕對值,N-10-2,十二年級,複數,N-12乙-1,N-10-2,主題,,"N-7-5,A-7-7,A-7-8","N-10-5,N-10-4,F-10-3,D-10-1",N,
497,十年級,絕對值,N-10-2,,,,jnc-10-02-1,次主題,絕對值：絕對值方程式與不等式。,,,,
498,十年級,絕對值的意義,N-10-2,,,,jnc-10-02-1-1,分隔線,,,,,
499,十年級,距離公式與分點公式,N-10-2,,,,jnc-10-02-1-2,分隔線,,,,,
500,十年級,絕對值的計算,N-10-2,,,,jnc-10-02-1-3,分隔線,,,,,
501,十年級,指數,N-10-3,十一年級,指數與對數函數,F-11A-4,N-10-3,主題,,"N-7-7,N-8-1","N-10-1,N-10-4",N,
501,十年級,指數,N-10-3,十一年級,按比例成長模型,F-11B-2,N-10-3,主題,,"N-7-7,N-8-1","N-10-1,N-10-4",N,
502,十年級,指數,N-10-3,,,,jnc-10-03-1,次主題,指數：非負實數之小數或分數次方的意義，幾何平均數與算幾不等式，複習指數律，實數指數的意義，使用計算機的𝑥𝑦鍵。,,,,
503,十年級,整數指數,N-10-3,,,,jnc-10-03-1-1,分隔線,,,,,
504,十年級,有理數指數,N-10-3,,,,jnc-10-03-1-2,分隔線,,,,,
505,十年級,常用對數,N-10-4,十一年級,對數律,A-11A-4,N-10-4,主題,,"N-4-4,N-7-7,N-7-8,N-10-1","N-10-2,N-10-1,N-10-5,N-10-3",N,
505,十年級,常用對數,N-10-4,十一年級,指數與對數函數,F-11A-4,N-10-4,主題,,"N-4-4,N-7-7,N-7-8,N-10-1","N-10-2,N-10-1,N-10-5,N-10-3",N,
505,十年級,常用對數,N-10-4,十一年級,按比例成長模型,F-11B-2,N-10-4,主題,,"N-4-4,N-7-7,N-7-8,N-10-1","N-10-2,N-10-1,N-10-5,N-10-3",N,
506,十年級,常用對數,N-10-4,,,,jnc-10-04-1,次主題,常用對數：log的意義，常用對數與科學記號連結，使用計算機的10𝑥鍵和log鍵,,,,
507,十年級,常用對數,N-10-4,,,,jnc-10-04-1-1,分隔線,,,,,
508,十年級,科學記號,N-10-4,,,,jnc-10-04-1-2,分隔線,,,,,
509,十年級,誤差,N-10-5,,,,N-10-5,主題,,,"N-10-2,N-10-4",N,
510,十年級,數值計算的誤差,N-10-5,,,,jnc-10-05-1,次主題,數值計算的誤差：認識計算機的有限性，可察覺誤差的發生並做適當有效位數的取捨。★＃,,,,
511,十年級,計算機上的指對數,N-10-5,,,,jnc-10-05-1-1,分隔線,,,,,
512,十年級,數列與級數,N-10-6,十二年級,數列的極限,N-12甲-1,N-10-6,主題,,"N-8-3,N-8-4,N-8-6,N-8-5,S-9-11","D-10-2,A-10-1",N,
512,十年級,數列與級數,N-10-6,十二年級,無窮等比級數,N-12甲-2,N-10-6,主題,,"N-8-3,N-8-4,N-8-6,N-8-5,S-9-11","D-10-2,A-10-1",N,
512,十年級,數列與級數,N-10-6,十二年級,無窮等比級數,N-12乙-2,N-10-6,主題,,"N-8-3,N-8-4,N-8-6,N-8-5,S-9-11","D-10-2,A-10-1",N,
512,十年級,數列與級數,N-10-6,十一年級,平面上的比例,G-11B-3,N-10-6,主題,,"N-8-3,N-8-4,N-8-6,N-8-5,S-9-11","D-10-2,A-10-1",N,
512,十年級,數列與級數,N-10-6,十二年級,黎曼和,F-12甲-5,N-10-6,主題,,"N-8-3,N-8-4,N-8-6,N-8-5,S-9-11","D-10-2,A-10-1",N,
513,十年級,數列與級數,N-10-6,,,,jnc-10-06-1,次主題,數列、級數與遞迴關係：有限項遞迴數列，有限項等比級數，常用的求和公式，數學歸納法。,,,,
514,十年級,等差數列與等比數列,N-10-6,,,,jnc-10-06-1-1,分隔線,,,,,
515,十年級,等差級數與等比級數,N-10-6,,,,jnc-10-06-1-2,分隔線,,,,,
516,十年級,遞迴關係,N-10-6,,,,jnc-10-06-2,次主題,,,,,
517,十年級,遞迴關係式,N-10-6,,,,jnc-10-06-2-1,分隔線,,,,,
518,十年級,數學歸納法,N-10-6,,,,jnc-10-06-2-2,分隔線,,,,,
519,十年級,數學的邏輯與集合,N-10-7,,,,N-10-7,主題,,,,N,
520,十年級,數學的邏輯與集合,N-10-7,,,,jnc-10-07-1,次主題,邏輯：認識命題及其否定，兩命題的或、且、推論關係，充分、必要、充要條件。★＃,,,,
521,十年級,邏輯的基本觀念,N-10-7,,,,jnc-10-07-1-1,分隔線,,,,,
522,十年級,坐標圖形的對稱性,G-10-1,十一年級,指數與對數函數,F-11A-4,G-10-1,主題,坐標圖形的對稱性：坐標平面上，對𝑥軸，對𝑦軸，對𝑦=𝑥直線的對稱，對原點的對稱。＃,"S-7-4,S-7-5,S-8-5","G-10-2,G-10-3,F-10-1,G-10-6",G,
522,十年級,坐標圖形的對稱性,G-10-1,十一年級,三角函數的圖形,F-11A-1,G-10-1,主題,坐標圖形的對稱性：坐標平面上，對𝑥軸，對𝑦軸，對𝑦=𝑥直線的對稱，對原點的對稱。＃,"S-7-4,S-7-5,S-8-5","G-10-2,G-10-3,F-10-1,G-10-6",G,
522,十年級,坐標圖形的對稱性,G-10-1,十一年級,週期性數學模型,F-11B-1,G-10-1,主題,坐標圖形的對稱性：坐標平面上，對𝑥軸，對𝑦軸，對𝑦=𝑥直線的對稱，對原點的對稱。＃,"S-7-4,S-7-5,S-8-5","G-10-2,G-10-3,F-10-1,G-10-6",G,
522,十年級,坐標圖形的對稱性,G-10-1,十一年級,矩陣的應用,F-11A-3,G-10-1,主題,坐標圖形的對稱性：坐標平面上，對𝑥軸，對𝑦軸，對𝑦=𝑥直線的對稱，對原點的對稱。＃,"S-7-4,S-7-5,S-8-5","G-10-2,G-10-3,F-10-1,G-10-6",G,
523,十年級,直線方程式,G-10-2,十一年級,平面向量,G-11A-1,G-10-2,主題,,"A-7-6,S-8-3,S-9-4,N-8-1,S-9-12","G-10-5,G-10-6,F-10-1,G-10-1,G-10-4,G-10-7,D-10-2",G,
523,十年級,直線方程式,G-10-2,十一年級,平面向量的運算,G-11A-6,G-10-2,主題,,"A-7-6,S-8-3,S-9-4,N-8-1,S-9-12","G-10-5,G-10-6,F-10-1,G-10-1,G-10-4,G-10-7,D-10-2",G,
523,十年級,直線方程式,G-10-2,十一年級,平面向量,G-11B-1,G-10-2,主題,,"A-7-6,S-8-3,S-9-4,N-8-1,S-9-12","G-10-5,G-10-6,F-10-1,G-10-1,G-10-4,G-10-7,D-10-2",G,
523,十年級,直線方程式,G-10-2,十一年級,平面向量的運算,G-11B-2,G-10-2,主題,,"A-7-6,S-8-3,S-9-4,N-8-1,S-9-12","G-10-5,G-10-6,F-10-1,G-10-1,G-10-4,G-10-7,D-10-2",G,
523,十年級,直線方程式,G-10-2,十一年級,三階行列式,G-11A-8,G-10-2,主題,,"A-7-6,S-8-3,S-9-4,N-8-1,S-9-12","G-10-5,G-10-6,F-10-1,G-10-1,G-10-4,G-10-7,D-10-2",G,
523,十年級,直線方程式,G-10-2,十一年級,空間中的直線方程式,G-11A-10,G-10-2,主題,,"A-7-6,S-8-3,S-9-4,N-8-1,S-9-12","G-10-5,G-10-6,F-10-1,G-10-1,G-10-4,G-10-7,D-10-2",G,
523,十年級,直線方程式,G-10-2,十二年級,微分,F-12甲-3,G-10-2,主題,,"A-7-6,S-8-3,S-9-4,N-8-1,S-9-12","G-10-5,G-10-6,F-10-1,G-10-1,G-10-4,G-10-7,D-10-2",G,
523,十年級,直線方程式,G-10-2,十二年級,線性規劃,A-12乙-1,G-10-2,主題,,"A-7-6,S-8-3,S-9-4,N-8-1,S-9-12","G-10-5,G-10-6,F-10-1,G-10-1,G-10-4,G-10-7,D-10-2",G,
523,十年級,直線方程式,G-10-2,十二年級,微分,F-12乙-3,G-10-2,主題,,"A-7-6,S-8-3,S-9-4,N-8-1,S-9-12","G-10-5,G-10-6,F-10-1,G-10-1,G-10-4,G-10-7,D-10-2",G,
524,十年級,直線方程式,G-10-2,,,,jgc-10-02-1,次主題,直線方程式：斜率，其絕對值的意義，點斜式，點與直線之平移，平行線、垂直線的方程式。點到直線的距離，平行線的距離、二元一次不等式。,js-8-03,,,
525,十年級,直線的斜率,G-10-2,,,,jgc-10-02-1-1,分隔線,,S-9-4,,,
526,十年級,直線方程式與圖形,G-10-2,,,,jgc-10-02-1-2,分隔線,,"S-9-12, jac-7-06-1-1",,,
527,十年級,直線的平移,G-10-2,,,,jgc-10-02-1-3,分隔線,,S-9-12,,,
528,十年級,兩直線的關係,G-10-2,,,,jgc-10-02-1-4,分隔線,,"jsc-8-03-1-1,jnc-8-01-1-1",,,
529,十年級,二元一次不等式,G-10-2,,,,jgc-10-02-2,次主題,,"jac-7-06-1,jac-7-06-2",,,
530,十年級,二元一次不等式,G-10-2,,,,jgc-10-02-2-1,分隔線,,"jac-7-06-1-1,jac-7-06-2-1",,,
531,十年級,圓方程式,G-10-3,十二年級,二次曲線,G-12甲-1,G-10-3,主題,,"G-8-1,A-8-7,S-9-5,S-9-6,S-9-7,S-9-8,S-9-9,S-9-12","G-10-4,G-10-5,G-10-1,F-10-1",G,
532,十年級,圓方程式,G-10-3,,,,jgc-10-03-1,次主題,圓方程式：圓的標準式。,,,,
533,十年級,圓方程式,G-10-3,,,,jgc-10-03-1-1,分隔線,,,,,
534,十年級,直線與圓,G-10-4,十二年級,二次曲線,G-12甲-1,G-10-4,主題,,"S-9-6,S-9-7,S-9-12","G-10-2,G-10-3",G,
535,十年級,點、直線與圓的關係,G-10-4,,,,jgc-10-04-1,次主題,直線與圓：圓的切線，圓與直線關係的代數與幾何判定。,,,,
536,十年級,點與圓的關係,G-10-4,,,,jgc-10-04-1-1,分隔線,,,,,
537,十年級,直線與圓的關係,G-10-4,,,,jgc-10-04-1-2,分隔線,,,,,
538,十年級,圓的切線,G-10-4,,,,jgc-10-04-1-3,分隔線,,,,,
539,十年級,廣義角三角比,G-10-5,十二年級,複數,N-12甲-3,G-10-5,主題,,G-7-1,"G-10-2,G-10-6,G-10-3",G,
539,十年級,廣義角三角比,G-10-5,十二年級,二次曲線,G-12甲-1,G-10-5,主題,,G-7-1,"G-10-2,G-10-6,G-10-3",G,
539,十年級,廣義角三角比,G-10-5,十一年級,三角的和差角公式,G-11A-5,G-10-5,主題,,G-7-1,"G-10-2,G-10-6,G-10-3",G,
540,十年級,廣義角與極座標,G-10-5,,,,jgc-10-05-1,次主題,,,,,
541,十年級,廣義角三角比,G-10-5,,,,jgc-10-05-1-1,分隔線,,,,,
542,十年級,極座標,G-10-5,,,,jgc-10-05-1-2,分隔線,,,,,
543,十年級,直角三角比,G-10-6,十一年級,三角函數的圖形,F-11A-1,G-10-6,主題,,"S-9-4,S-9-1,S-9-2,S-9-3","G-10-5,G-10-7,G-10-1,G-10-2",G,
543,十年級,直角三角比,G-10-6,十一年級,週期性數學模型,F-11B-1,G-10-6,主題,,"S-9-4,S-9-1,S-9-2,S-9-3","G-10-5,G-10-7,G-10-1,G-10-2",G,
543,十年級,直角三角比,G-10-6,十一年級,弧度量,N-11A-1,G-10-6,主題,,"S-9-4,S-9-1,S-9-2,S-9-3","G-10-5,G-10-7,G-10-1,G-10-2",G,
543,十年級,直角三角比,G-10-6,十一年級,三角的和差角公式,G-11A-5,G-10-6,主題,,"S-9-4,S-9-1,S-9-2,S-9-3","G-10-5,G-10-7,G-10-1,G-10-2",G,
543,十年級,直角三角比,G-10-6,十一年級,正餘弦的疊合,F-11A-2,G-10-6,主題,,"S-9-4,S-9-1,S-9-2,S-9-3","G-10-5,G-10-7,G-10-1,G-10-2",G,
543,十年級,直角三角比,G-10-6,十一年級,矩陣的應用,F-11A-3,G-10-6,主題,,"S-9-4,S-9-1,S-9-2,S-9-3","G-10-5,G-10-7,G-10-1,G-10-2",G,
543,十年級,直角三角比,G-10-6,十一年級,弧度量,N-11B-1,G-10-6,主題,,"S-9-4,S-9-1,S-9-2,S-9-3","G-10-5,G-10-7,G-10-1,G-10-2",G,
544,十年級,直角三角形的三角比,G-10-6,,,,jgc-10-6-1,次主題,廣義角和極坐標：廣義角的終邊，極坐標的定義，透過方格紙操作極坐標與直角坐標的轉換。,,,,
545,十年級,銳角三角比,G-10-6,,,,jgc-10-06-1-1,分隔線,"三角比：定義銳角的正弦、餘弦、正切，推廣至廣義角的正弦、餘弦、正切，特殊角的值，使用計算機的sin,cos,tan鍵。",,,,
546,十年級,三角比的關係,G-10-6,,,,jgc-10-06-1-2,分隔線,三角比的性質：正弦定理，餘弦定理，正射影。連結斜率與直線斜角的正切，用計算機的反正弦、反餘弦、反正切鍵計算斜角或兩相交直線的夾角，（三角測量＃）。,,,,
547,十年級,三角比的性質,G-10-7,十一年級,平面向量的運算,G-11A-6,G-10-7,主題,,"S-9-4,S-9-12,N-9-1","G-10-2,G-10-6",G,
547,十年級,三角比的性質,G-10-7,十一年級,平面向量的運算,G-11B-2,G-10-7,主題,,"S-9-4,S-9-12,N-9-1","G-10-2,G-10-6",G,
547,十年級,三角比的性質,G-10-7,十一年級,空間概念,S-11A-1,G-10-7,主題,,"S-9-4,S-9-12,N-9-1","G-10-2,G-10-6",G,
547,十年級,三角比的性質,G-10-7,十一年級,三角的和差角公式,G-11A-5,G-10-7,主題,,"S-9-4,S-9-12,N-9-1","G-10-2,G-10-6",G,
547,十年級,三角比的性質,G-10-7,十一年級,三階行列式,G-11A-8,G-10-7,主題,,"S-9-4,S-9-12,N-9-1","G-10-2,G-10-6",G,
547,十年級,三角比的性質,G-10-7,十一年級,矩陣的應用,F-11A-3,G-10-7,主題,,"S-9-4,S-9-12,N-9-1","G-10-2,G-10-6",G,
547,十年級,三角比的性質,G-10-7,十一年級,空間概念,S-11B-1,G-10-7,主題,,"S-9-4,S-9-12,N-9-1","G-10-2,G-10-6",G,
548,十年級,三角比的性質,G-10-7,,,,jgc-10-07-1,次主題,,,,,
549,十年級,三角比的性質,G-10-7,,,,jgc-10-07-1-1,分隔線,,,,,
550,十年級,式的運算,A-10-1,十二年級,函數,F-12甲-1,A-10-1,主題,,"A-8-1,A-8-6","F-10-2,D-10-3,N-10-6,A-10-2",A,
550,十年級,式的運算,A-10-1,十二年級,函數,F-12乙-1,A-10-1,主題,,"A-8-1,A-8-6","F-10-2,D-10-3,N-10-6,A-10-2",A,
550,十年級,式的運算,A-10-1,十二年級,微分,F-12甲-3,A-10-1,主題,,"A-8-1,A-8-6","F-10-2,D-10-3,N-10-6,A-10-2",A,
550,十年級,式的運算,A-10-1,十二年級,微分,F-12乙-3,A-10-1,主題,,"A-8-1,A-8-6","F-10-2,D-10-3,N-10-6,A-10-2",A,
551,十年級,式的運算,A-10-1,,,,jac-10-01-1,次主題,式的運算：三次乘法公式，根式與分式的運算。,,,,
552,十年級,多項式的加減乘,A-10-1,,,,jac-10-01-1-1,分隔線,,,,,
553,十年級,多項式的除法原理,A-10-2,十二年級,複數,N-12甲-3,A-10-2,主題,,"A-8-2,A-8-3","A-10-1,F-10-2",A,
553,十年級,多項式的除法原理,A-10-2,十二年級,方程式的虛根,A-12乙-2,A-10-2,主題,,"A-8-2,A-8-3","A-10-1,F-10-2",A,
553,十年級,多項式的除法原理,A-10-2,十二年級,微分,F-12甲-3,A-10-2,主題,,"A-8-2,A-8-3","A-10-1,F-10-2",A,
553,十年級,多項式的除法原理,A-10-2,十二年級,積分,F-12甲-6,A-10-2,主題,,"A-8-2,A-8-3","A-10-1,F-10-2",A,
553,十年級,多項式的除法原理,A-10-2,十二年級,函數的極限,F-12甲-2,A-10-2,主題,,"A-8-2,A-8-3","A-10-1,F-10-2",A,
